Incidenct Code;Customer Company Group;Customer Company;Creation Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000999357;IBERIA;IBERIA;27/02/2018 19:38;;Assigned;Escalado Job: LINUX_ibm - El job: R00O10TA con OrderID: 30t96 del DataCenter: CTM_SERVER en la m;TKTBSP;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;27/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999348;IBERIA;IBERIA;28/02/2018 02:36;;In Progress;LINUX_ibm - exa2db02.ib : Filesystem u01 esta ocupado al 90.00%. Avisar al OnCall de TSIBM-BBDD.;DBA-Server-Support;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000999328;IBERIA;IBERIA;27/02/2018 22:10;;Assigned;LINUX_sun - apgil1.ib : Swap area occupied 95.45%. Pass alert assign ticket to TECUTM - Unix team.;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000999321;IBERIA;IBERIA;27/02/2018 21:16;;Pending;[GENERAL] Problemas Conectividad;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;2;TERMINAL T4;DESPACHO VUELOS_DOCUM Y T (AVCC00DT)
INC000000999318;IBERIA;IBERIA;27/02/2018 21:25;;Pending;Usuario bloqueado por inactividad en IBECON;AIRPORT1;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;ACCESS FAILURE;;2;PNA AEROPUERTO;POLIVALENCIA PNA PAX (AHAIN0PZ)
INC000000999313;IBERIA;IBERIA;27/02/2018 20:56;;In Progress;LPAKPKM101 - 283/A1UF021015040 - Atascos;Soporte KONICA/MINOLTA Delegaciones;KONICA;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;2;LPA AEROPUERTO;PRODUCCIÓN PASAJEROS LPA (AHALS0PA)
INC000000999299;IBERIA;IBERIA;27/02/2018 20:11;;Pending;Fallo Hardware en PC problema con cable ordenador.;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;2;TERMINAL T4;U.A.C._INC.PASAJ._SPV (AHMDS07V)
INC000000999298;OTHERS;BRITISH AIRWAYS;27/02/2018 19:53;;Assigned;KRKAG1 - Desktop Software Service -Activate in SAP option;BA_ITSC;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;28/02/2018;DEFAULT;DEFAULT;2;SIN IDENTIFICAR;
INC000000999295;IBERIA;IBERIA;27/02/2018 22:39;;Pending;DDELGADO 913189300 RATON;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000999289;IBERIA;IBERIA;27/02/2018 19:21;;In Progress;TRYP: Le faltan 16 horas del plan de verano.;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);PRODUCCIÓN ESTRUCTURAS NZ (AMIRT0OD)
INC000000999288;IBERIA;IBERIA;27/02/2018 19:40;;Pending;Pantalla de vuelos está en negro en la Sala VIP Velázquez;Manto Medios AV;Network Tower;Network Tower;Alta;Los técnicos están en sitio.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000999287;IBERIA;IBERIA;27/02/2018 19:19;;In Progress;En TRYP le falta 16 horas;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);PRODUCCIÓN ESTRUCTURAS NZ (AMIRT0OD)
INC000000999286;IBERIA;IBERIA;27/02/2018 19:02;;Assigned;[IMM003] APLICACION COBRO;FINANCE-SUPPORT-ELS;Delivery;Delivery;Media;;Mantenimiento Financiero;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;ANÁLISIS CONTABLE (3YCN00)
INC000000999282;OTHERS;BRITISH AIRWAYS;27/02/2018 18:44;;Assigned;KRKAG1 - SAP- logon issue;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999276;IBERIA;IBERIA;27/02/2018 18:17;;Pending;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;27/02/2018;ACCESS FAILURE;PASSWORD RESET;2;SIN IDENTIFICAR;
INC000000999267;IBERIA;IBERIA;27/02/2018 17:31;;In Progress;[PORTAL EMPLEADO] Alertas en Casillero;Vignette Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;SIN IDENTIFICAR (VUELO);FLOTA A320 (AVVIC0A0)
INC000000999266;IBERIA;IBERIA;27/02/2018 17:36;;Pending;Los monitores se encuentran mostrando pantalla en orientación incorrecta (rotadas). No se puede ver;IAG SITA Support;EUC;EUC;Alta;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;ASIST.AVION_CYD_SPV. (AHMDR03S)
INC000000999260;IBERIA;IBERIA;27/02/2018 16:57;;Pending;Pendiente instalación SAP Analysis for Office addon en z54e1adacf66e.iberia.ib (NEO 12Sur);IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;D. CONTROL GEST. (1FI000)
INC000000999256;IBERIA;IBERIA;27/02/2018 16:57;;Pending;Fallo Software: Sin Conexion;IAG SITA Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (LIMA);PROCESOS FINANCIEROS PERU (3KEF00PE)
INC000000999255;IBERIA;IBERIA;27/02/2018 17:01;;Assigned;Consulta transferencias Murex - CFS;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000999251;IBERIA;IBERIA;27/02/2018 16:49;;Pending;Incidencia Intranet;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;2;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. SERV. R.H. (3YRC00)
INC000000999245;IBERIA;IBERIA;27/02/2018 18:40;;In Progress;GTR004 - En el informe de Situación de plantilla no se está alimentando la columna NF;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;DESCONOCIDO;COORD PROYECTOS Y APLICAC (AVF0AA)
INC000000999244;IBERIA;IBERIA;27/02/2018 18:58;;In Progress;Tryp - no está correctamente contabilizado el plan de verano;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);PRODUCCIÓN ESTRUCTURAS NZ (AMIRT0OD)
INC000000999240;IBERIA;IBERIA;27/02/2018 18:47;;Assigned;Incidencia CKI - error emisión;CKI;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999232;IBERIA;IBERIA;27/02/2018 17:51;;Assigned;Disco C lleno, necesita que se limpie;DBA-Server-Support;Server Tower;Server Tower;Media;;Unidad de Operaciones Ordenadores;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000999227;IBERIA;IBERIA;27/02/2018 17:53;;Pending;PTL-SCORNELLANA 19649 ERROR FATAL;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG CONTROL & CUST. SUPPO (AMICB0)
INC000000999217;IBERIA;IBERIA;27/02/2018 16:46;;Assigned;Mail message from CONTROL-M: Ha fallado el job E38O22 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999211;IBERIA;IBERIA;27/02/2018 16:33;;Assigned;"ORDENADORES; IB-MANTENIMIENTO-IB.COM; Iberia.com - 1st level Oncall; alertaiberiacom Asunto: ALERTA-";NIIT_DESA_IBCOMGAR;Delivery;Delivery;Baja;;MANTENIMIENTO IB.COM;INCIDENT;27/02/2018;PERFORMANCE ISSUE;;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999210;IAG CARGO;IAG CARGO;27/02/2018 16:32;;Pending;la incidencia que he detectado en VISTA;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;2;EDIF.112 - TALLERES GENERALES/;
INC000000999209;IBERIA;IBERIA;27/02/2018 16:54;;Pending;Incidencia TKT saco los billetes me llega al minuto un email de error en la emisión;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (BARCELONA);LEVEL TCP GESTOR LARGO RA (ABLY00LE)
INC000000999155;IBERIA;IBERIA;27/02/2018 16:56;;Pending;[TRYP]: Usuaria no puede acceder a tryp por exceso de intentos;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;BCN AEROPUERTO;SECRETARIA (AMNLB00A)
INC000000999154;IBERIA;IBERIA;27/02/2018 16:15;;Pending;Problema adjuntos Outlook;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;TELEPHONY FAILURE;DEVICE;2;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000999151;IBERIA;IBERIA;27/02/2018 15:37;;Assigned;Fallo Peoplesoft: Problema volcado datos contrato;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;2;GRX AEROPUERTO;MNG AEROPUERTO GRANADA-CÓ (AHARR0)
INC000000999139;IBERIA;IBERIA;27/02/2018 16:46;;Pending;Fallo Software: Ibterm no funciona;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (DAKAR);Deleg. Com. África Occ.Se (ACW2Y0SE)
INC000000999137;IBERIA;IBERIA;27/02/2018 16:35;;Assigned;ABD - Nuevos Centros Presupuestarios - cuando le doy al intro para que me facilite el nº de autoriza;SERVICIOSRESIBER;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG. PROCESOS DE VENTA E (ACVI00)
INC000000999135;IBERIA;IBERIA;27/02/2018 16:23;;Pending;[CIP] Incidencia usuario On business;NIIT_MTO_COMARCH;Application Tower;Comercial y CRM;Baja;Awaiting response from the user.;Mantenimiento Comercial y CRM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999130;IBERIA;IBERIA;27/02/2018 16:19;;In Progress;[PERSEO]: Error en Interfases Perseo: OPERADOR;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MGR. MAINTROL (AMNLL3)
INC000000999086;IBERIA;IBERIA;27/02/2018 15:15;;Pending;P09: Problemas Billetes free;JAVA Apps Support;Application Tower;RRHH;Media;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;SENIOR MANAGER ANCILLARIE (AC00AN)
INC000000999085;IBERIA;IBERIA;27/02/2018 15:03;;Assigned;Mail message from CONTROL-M: Ha fallado el job D29OCTRL en zlc , avisar en horario laboral a USCIBMA;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;27/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999084;IBERIA;IBERIA;27/02/2018 15:22;;Pending;Fallo Software: Out trabajando sin conexion;IAG SITA Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;OVD AEROPUERTO;PASAJEROS OVIEDO (AHAYV0PA)
INC000000999083;IBERIA;IBERIA;27/02/2018 14:58;;Assigned;[GLE001]SAP CFS - PTP module:;FINANCE-SUPPORT-ELS;Delivery;Delivery;Media;;Mantenimiento Financiero;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999082;IBERIA;IBERIA;27/02/2018 14:40;;In Progress;Analizar y mejor el servicio de envío de assignedPost;MOVILIDAD;Application Tower;Movilidad;Baja;;Mantenimiento Movilidad;INCIDENT;28/02/2018;DATA ISSUE;DATA LOST;2;NEO-MARTINEZ VILLERGAS 49;D. TCP (AB0000)
INC000000999079;IBERIA;IBERIA;27/02/2018 14:01;;In Progress;LINUX_sun - No traces have been registered in the index logstash-nonfunc_traces-live-* since the las;Aplicaciones BI;Application Tower;BI;Media;2/27/18 9:18:01 PM, NIIT.HPANDEY, Hi,Assigning the incident as per the mail attached,;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000999078;IBERIA;IBERIA;27/02/2018 14:00;;In Progress;AMO001 - APN2293 P/N TRENT556-61 S/N 71377 No salen seriales motor;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;SEN MNG SERVICIOS INGENIE (APXA00)
INC000000999075;IBERIA;IBERIA;27/02/2018 13:49;;Pending;[LZCRD] ERROR INESPERADO fallo ERROR CKIN;AM_MTO_IBCOM;Application Tower;Ib.com;Media;;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000999071;IBERIA;IBERIA;27/02/2018 13:35;;Assigned;Customers First: DUPLICIDAD SF;Soporte Externo MDM;Application Tower;BI;Media;;Mantenimiento BI;INCIDENT;28/02/2018;ACCESS FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000999070;IBERIA;IBERIA;27/02/2018 14:49;;Assigned;El día 26 febrero de 2018 se producen dos errores en operación de emisión de reserva relacionados a;NDC - RESIBER ELS - GARANTIA;Delivery;Delivery;Baja;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999068;IBERIA;IBERIA;27/02/2018 14:15;;Assigned;LINUX_sun - ALERTA-CRI ERROR CRITICO : SERVICIO COMBINABILIDAD DECIDE DESACTIVADO EN BBDD;Soporte ODM;Application Tower;Ib.com;Media;;Clientes Iberia;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000999060;IBERIA;IBERIA;27/02/2018 13:18;;Pending;Incidencia SYS;SSI;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999058;IBERIA;IBERIA;27/02/2018 13:44;;In Progress;[ESC016] CAMBIO DENOMINACIÓN TIPO DE AVO EN GS-CONNECT;AIRPORT2;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;NETWORK & CONNECTIONS SUP (ALS000AP)
INC000000999056;IBERIA;IBERIA;27/02/2018 13:05;;Assigned;Customers First:DATOS DE CLIENTE NO ACTUALIZADOS (EMAIL);Soporte Externo MDM;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;27/02/2018;ACCESS FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000999052;IBERIA;IBERIA;27/02/2018 12:56;;Assigned;LINUX_ibm - El job: F06O05 con OrderID: 311e4 del DataCenter: CTM_SERVER en la maquina: zlc, Aplicac;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999050;IBERIA;IBERIA;27/02/2018 15:29;;Assigned;Incidencia TKT;NDC - RESIBER ELS - GARANTIA;Delivery;Delivery;Baja;El error se debe a que no existe ese pnr en RESIBER. Para que el pnr se guarde en RESIBER debe tener algún segmento. Si lo tenía y lo han borrado, al borrar todos los segmentos el pnr en RESIBER se cancela automáticamente. Para emitir los emd's es necesario que exista el pnr en RESIBER.;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999032;IBERIA;IBERIA;27/02/2018 14:41;;Pending;Error at NAS: SIN ACCESO A NAS AEROPUERTOS;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;27/02/2018;ACCESS FAILURE;;2;TERMINAL T4;PERSONAL_GEST. PERSONAL (AHMP00PA)
INC000000999026;IBERIA;IBERIA;27/02/2018 14:19;;In Progress;VINCULO ELM;PeopleSoft Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;TALLER MOTORES;CENTRO FORMACION MANTENIM (AMKF00CI)
INC000000999022;IBERIA;IBERIA;27/02/2018 14:15;;Assigned;[COM019] error en la pagina de ventas weblink;Aplicaciones BI;Application Tower;BI;Baja;;Mantenimiento BI;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG. PROCESOS DE VENTA E (ACVI00)
INC000000999021;IBERIA;IBERIA;27/02/2018 14:09;;Assigned;[GLE001]SAP CFS - RTR module:;FINANCE-SUPPORT-ELS;Delivery;Delivery;Media;;Mantenimiento Financiero;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999018;IAG CARGO;IBERIA;27/02/2018 13:55;;Assigned;BES INCIDENT for alertId 0095059961|BA_WEBSERVICE|CAPTWOv2_Stack5_CAR_CSOM_CargoSalesOrderManagemen;CARGO-OPTIMA;Application Tower;CARGO;Media;;Mantenimiento Cargo;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000999014;IBERIA;IBERIA;27/02/2018 15:20;;Pending;Fallo Software: ordenador no funciona;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;ECIALISTA PCA. COMBUSTIBL (AVCP00PA)
INC000000999009;IBERIA;IBERIA;27/02/2018 13:46;;Pending;Fallo en iPad Pantalla rota;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;2;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- IMPRENT (AVY000IM)
INC000000999006;IBERIA;IBERIA;27/02/2018 13:29;;Assigned;Customers First:;Soporte Externo MDM;Application Tower;BI;Media;;Mantenimiento BI;INCIDENT;27/02/2018;ACCESS FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000999005;IBERIA;IBERIA;27/02/2018 13:29;;Assigned;NO ORDENA LA COLUMNA FECHA DE APERTURA EN LAS COLAS DE SALESFORCE - PANTALLA DE INICIO;Soporte Externo Salesforce Service;Delivery;Delivery;Baja;;Mantenimiento Comercial y CRM;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG SERVICE RECOVERY (BCLMI0)
INC000000999003;IBERIA;IBERIA;27/02/2018 13:26;;Assigned;Fallo Producción Iberia D60O10TA;DESACAP_ELS;Delivery;Delivery;Baja;;Mantenimiento COBOL;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998997;IBERIA;IBERIA;27/02/2018 13:14;;Pending;Incidencia en impresora. Aerop San Sebastian, Mostradores 5 y 4, Iberia.;IAG SITA Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;2;EAS AEROPUERTO;POLIVALENCIA EAS PAX (AHAIE0PZ)
INC000000998996;IBERIA;IBERIA;27/02/2018 13:56;;Pending;[GENERAL] IBERIA APPLICATION - CI+;NIIT_MTO_SFC_MKT;Application Tower;Comercial y CRM;Baja;;Mantenimiento Comercial y CRM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998995;IBERIA;IBERIA;27/02/2018 13:42;;Assigned;FALLO SISTEMA DE REEMBOLSOS BILLETES ZONALES IB/YW;TKT;Application Tower;PSS;Baja;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998994;IBERIA;IBERIA;27/02/2018 13:25;;Pending;No funciona el link de familia y amigo;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000998988;IBERIA;IBERIA;27/02/2018 13:15;;Assigned;PTL_jmnavarro - No imprime en MADMAD11KM1101 (C368);Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MNG. FOR Y GEST. DEL CONO (3HRS00)
INC000000998984;IBERIA;IBERIA;27/02/2018 12:55;;In Progress;[GENERAL] IBERIA APPLICATION - CI+;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;MAH AEROPUERTO;PERSONAL MAHON (AHAKH0EP)
INC000000998976;IBERIA;IBERIA;27/02/2018 13:06;;Assigned;Incidencia RES;RSV;Application Tower;PSS;Baja;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;NEO-MARTINEZ VILLERGAS 49;MANAGER SIST GESTION INGR (ACRS00)
INC000000998972;IBERIA;IBERIA;27/02/2018 12:36;;Pending;Fallo IbProxima: Propuestas de Desplazamiento;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;2;NEO-MARTINEZ VILLERGAS 49;SENIOR MNG VTS EUROPA Y Á (ACWU00)
INC000000998971;IBERIA;IBERIA;27/02/2018 12:43;;Pending;Ventanilla Unica - No le aparecen servicios.;Remedy /BMC Support;Application Tower;HerramientasIT;Baja;;Mantenimiento Herramientas IT & DBAs;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;NEO-MARTINEZ VILLERGAS 49;ECIALISTA PCA. COMBUSTIBL (AVCP00PA)
INC000000998952;IBERIA;IBERIA;27/02/2018 12:01;;Assigned;Máquinas Auto CKI no recuperan al pasajero ya facturado ni por código 2D ni por locakizador;CKI;Application Tower;PSS;Alta;;Mantenimiento Pasaje;INCIDENT;27/02/2018;HARDWARE FAILURE;;2;BCN AEROPUERTO;PUENTE AEREO PAX (AHABS0XK)
INC000000998949;IBERIA;IBERIA;27/02/2018 11:58;;Assigned;[GENERAL] Problemas Conectividad;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;2;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000998947;IBERIA;IBERIA;27/02/2018 11:55;;Pending;[IMM003]adjunto el historial de pantallazos por los errores que me da al tratar de hacer Pos de com;SAP BASIS;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG DISPONIBILIDAD MATERI (AMICI1)
INC000000998945;IBERIA;IBERIA;27/02/2018 11:54;;In Progress;AMO001 - ERROR FECHA DIFERIDOS SAP/AMOS;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000998926;IBERIA;IBERIA;27/02/2018 11:06;;Assigned;Incidencia TKT;SERVICIOSRESIBER;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;27/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000998923;IBERIA;IBERIA;27/02/2018 11:03;;Pending;Problemas en Multicanal;JAVA Apps Support;Application Tower;RRHH;Media;;Mantenimiento Corporativa y RRHH;INCIDENT;27/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;SCQ AEROPUERTO;MNG AEROP. SANTIAGO COMPO (AHAYT0)
